Epoch,Train_Accuracy,Test_Accuracy,Mean_Path_Cost,Elapsed_Time
1,6.6696,5.8214,359.25,3.5622
2,8.2857,8.5,338.375,6.9785
3,12.4018,19.0714,342.5625,10.4576
4,25.3036,28.5357,216.625,13.8071
5,34.0179,33.2857,253.9375,17.168
6,40.9107,36.1429,247.0625,20.5166
7,46.4375,37.3929,211.6875,23.982
8,51.0714,40.0714,243.625,27.3
9,55.2321,40.9286,200.0,30.8407
10,59.8393,41.2857,244.8125,34.2351
11,63.8125,41.8571,175.1875,37.4826
12,67.7411,42.6786,257.0625,40.8373
13,71.7232,41.8571,242.3125,44.2452
14,75.2946,42.3214,262.9375,47.6329
15,78.9107,41.8929,237.5,51.1691
16,82.4643,41.3571,234.5,54.6119
17,85.3571,41.9286,231.375,57.9626
18,88.4911,41.7143,208.3125,61.3161
19,90.5982,41.2143,181.5625,64.6204
20,93.1339,41.3571,250.3125,67.9958
21,94.9286,40.8571,233.0,71.4437
22,96.4464,41.5,229.125,74.8595
23,96.9643,39.9643,239.125,78.1623
24,96.9732,40.6071,256.375,81.4827
25,97.75,40.8214,221.4375,85.1697
26,98.7321,40.2143,288.375,88.7478
27,99.0625,39.4643,178.9375,92.03
28,97.5179,38.8214,281.5,95.4688
29,96.3125,40.3929,250.0625,98.8808
30,99.1964,39.6786,287.5,102.3701
31,99.9018,40.3214,233.8125,105.6507
32,100.0,40.5357,235.1875,108.972
33,100.0,40.5,268.75,112.3756
34,97.1875,37.1429,210.875,115.7288
35,88.9732,38.4286,321.5625,119.1429
36,98.7857,39.5,287.75,122.4602
37,99.9107,39.8214,204.875,125.7945
38,100.0,40.1071,272.9375,129.0832
39,100.0,40.4643,259.8125,132.533
40,100.0,40.75,271.375,136.0026
41,100.0,40.4643,280.4375,139.3273
42,100.0,40.5714,219.4375,142.7634
43,100.0,40.5,273.6875,146.4623
44,100.0,41.0,235.25,149.7384
45,100.0,40.7857,233.8125,153.2444
46,89.2232,37.6429,270.875,156.5199
47,93.8929,40.1071,270.75,159.821
48,99.0893,39.1071,228.4375,163.4341
49,99.8929,39.7857,273.875,166.9295
50,99.9911,39.7143,278.5625,170.1252
51,100.0,40.1429,246.625,173.4528
52,100.0,40.0357,200.5625,177.0108
53,100.0,40.1786,243.125,180.0896
54,100.0,40.1786,243.875,183.2863
55,100.0,39.8214,295.6875,186.9489
56,100.0,40.0714,268.6875,190.5199
57,100.0,40.1071,180.25,193.7221
58,100.0,40.1071,265.6875,197.0112
59,100.0,39.4286,275.5625,200.2522
60,99.4464,35.25,247.125,203.5805
61,84.5268,38.1429,221.75,207.0514
62,97.6071,39.75,206.9375,210.5184
63,99.6429,39.5357,252.8125,213.7569
64,99.9821,39.8214,261.5625,216.9931
65,99.9911,40.0,308.0,220.5602
66,100.0,39.7857,195.8125,224.0056
67,100.0,40.2857,274.3125,227.2056
68,100.0,40.0357,233.625,230.4936
69,100.0,40.2143,208.125,233.8487
70,100.0,39.7857,190.25,237.3448
71,100.0,40.0714,246.25,240.5519
72,100.0,40.1429,312.5,244.1354
73,100.0,40.1429,215.0,247.5751
74,100.0,40.1429,183.3125,250.8965
75,100.0,40.25,184.25,254.3867
76,100.0,40.0,239.875,258.0245
77,100.0,40.0357,227.125,261.1259
78,100.0,40.3929,216.125,264.6324
79,94.0,37.1071,366.5625,267.8452
