Epoch,Train_Accuracy,Test_Accuracy,Mean_Path_Cost,Elapsed_Time
1,7.1607,7.3276,598.125,0.2742
2,7.8482,7.1839,624.3438,0.4384
3,8.3304,6.8966,506.0,0.6645
4,9.0089,6.6451,545.875,0.8639
5,9.4911,5.9626,438.9688,1.0663
6,10.1429,5.819,440.6875,1.249
7,10.375,5.5316,555.0625,1.4869
8,10.6696,5.819,445.3438,1.7295
9,11.1607,6.1782,457.8125,1.9219
10,11.6696,6.0345,347.9688,2.1756
11,11.8482,5.783,303.7812,2.3675
12,12.1786,5.5675,352.2188,2.5828
13,12.3571,5.6394,309.8438,2.8809
14,12.7679,5.7471,296.1562,3.0562
15,12.9821,5.6753,293.7188,3.2795
16,12.9375,5.8908,236.875,3.5315
17,13.1607,5.819,331.4375,3.7383
18,13.4018,5.819,293.125,3.9261
19,13.5982,5.819,297.1562,4.1644
20,13.7679,5.6394,243.375,4.4282
21,14.0357,5.6753,228.0938,4.6285
22,14.1071,5.7471,259.3438,4.9574
23,14.1071,5.7112,284.5,5.1563
24,14.4107,5.819,229.4062,5.3481
25,14.3482,5.8549,224.4062,5.5599
26,14.4554,5.819,217.4062,5.8337
27,14.625,5.8549,264.7812,6.0164
28,14.6339,5.7112,286.4688,6.3059
29,14.8214,5.783,229.3125,6.5115
30,15.0179,5.783,291.5938,6.7688
31,14.9643,5.8549,211.625,6.9774
32,15.1696,5.8549,230.4062,7.1839
33,15.2768,6.1063,203.0312,7.4197
34,15.3482,6.2141,207.25,7.6111
35,15.4464,6.25,245.0312,7.9316
36,15.4107,6.1782,191.7812,8.1705
37,15.5357,6.1063,266.0312,8.4083
38,15.7054,6.1422,186.375,8.5878
39,15.75,6.2141,234.7188,8.8361
40,15.6964,6.3578,236.2188,9.049
41,15.8214,6.3218,220.3125,9.3125
42,15.8125,6.3578,303.5938,9.5289
43,15.9107,6.4296,222.125,9.6895
44,16.0625,6.4655,228.6562,9.9015
45,15.9196,6.4296,255.5625,10.1322
46,16.0804,6.3578,241.0938,10.4256
47,16.125,6.4655,195.4062,10.6729
48,16.25,6.3578,171.2812,10.8911
49,16.1964,6.4655,200.2188,11.061
50,16.3304,6.4655,205.7812,11.2848
51,16.5357,6.4655,220.5938,11.4653
52,16.4464,6.5014,218.9375,11.658
53,16.4643,6.5374,183.875,11.9854
54,16.5357,6.5014,193.7188,12.2251
55,16.6696,6.5374,236.2188,12.4462
56,16.5625,6.5374,192.0938,12.6347
57,16.7232,6.5733,235.5938,12.8246
58,16.8571,6.6092,200.9688,13.0305
59,16.7589,6.6451,189.75,13.2658
60,16.7679,6.6451,195.5,13.5146
61,16.7768,6.6451,182.1562,13.7381
62,16.9107,6.5733,241.25,13.9476
63,17.0179,6.5374,197.9062,14.1515
64,17.0625,6.5014,179.75,14.4042
65,17.1518,6.5374,197.75,14.5926
66,17.2321,6.6092,206.0312,14.7867
67,17.0446,6.6092,218.5,15.0065
68,17.2321,6.6451,178.75,15.2579
69,17.1339,6.6451,203.5,15.4795
70,17.3214,6.681,214.0,15.6633
71,17.3036,6.717,232.0,15.9057
72,17.2589,6.7529,184.625,16.1399
73,17.2411,6.681,198.5625,16.3347
74,17.3304,6.8606,187.5625,16.5198
75,17.3929,6.8247,181.6562,16.8224
76,17.3036,6.7529,210.8125,16.99
77,17.4732,6.7529,221.3438,17.1912
78,17.3661,6.8606,183.5625,17.4214
79,17.3304,6.7888,178.0625,17.6168
80,17.4732,6.7888,212.3438,17.7878
81,17.3839,6.8247,164.6562,18.0504
82,17.5,6.7888,196.6562,18.2406
83,17.4732,6.7888,190.9375,18.4671
84,17.4911,6.7888,189.3125,18.6508
85,17.5089,6.717,195.125,18.8717
86,17.4821,6.681,220.9375,19.0906
87,17.5179,6.717,181.0625,19.2832
88,17.6071,6.7529,171.0625,19.5091
89,17.7232,6.681,175.625,19.6905
90,17.6161,6.681,178.4375,19.8897
91,17.7054,6.6092,203.4062,20.1262
92,17.6964,6.681,169.875,20.3006
93,17.8661,6.681,151.9062,20.475
94,17.7679,6.717,196.4375,20.7354
95,17.7679,6.681,161.0312,20.928
96,17.7589,6.7888,184.9062,21.1655
97,17.8036,6.6451,187.2188,21.3801
98,17.8482,6.681,162.6875,21.6856
99,17.9554,6.717,166.75,21.9349
100,17.7857,6.7529,159.9688,22.1403
