Epoch,Train_Accuracy,Test_Accuracy,Mean_Path_Cost,Elapsed_Time
1,6.9196,7.0402,637.5,0.8023
2,7.5446,7.4353,503.125,1.5284
3,7.9107,8.8003,418.875,2.3037
4,10.0268,8.944,422.7188,3.0863
5,12.2232,10.704,350.125,3.791
6,15.2857,14.296,302.9688,4.528
7,19.6071,19.8994,254.2188,5.3007
8,26.5625,24.4971,251.6875,6.0222
9,32.9911,29.921,238.6562,6.782
10,38.1071,31.3578,216.1562,7.5993
11,43.2589,34.5905,283.625,8.3365
12,47.3661,36.4224,212.5938,9.0319
13,52.2946,37.7514,228.625,9.7799
14,56.6429,38.7213,257.7188,10.6277
15,59.9018,40.3376,193.5,11.3853
16,63.4911,38.9009,248.4062,12.1994
17,65.9196,41.056,205.8438,13.0617
18,68.7768,40.6968,257.5,13.8228
19,70.1071,40.7687,266.0312,14.5636
20,73.4732,40.625,248.125,15.3362
21,75.5268,40.9124,286.3438,16.1541
22,76.8125,40.4454,297.3438,16.8735
23,78.6071,41.2356,222.0312,17.5174
24,80.4018,40.8046,283.0,18.2257
25,81.3839,40.3017,248.375,18.9815
26,82.6339,39.4037,233.2812,19.7005
27,84.2857,40.4095,280.9062,20.4601
28,85.2321,40.8405,299.625,21.1812
29,85.9018,39.7989,342.5312,21.9348
30,87.0536,39.7989,226.0,22.6614
31,87.9732,39.1882,249.2812,23.358
32,88.0268,39.4037,321.0938,24.1003
33,88.4554,40.158,256.8438,24.9009
34,89.1696,40.0503,293.25,25.5966
35,89.6339,40.194,324.3125,26.4033
36,90.3929,40.0503,313.2812,27.1582
37,91.0625,39.0445,278.9375,27.8243
38,90.6786,40.194,374.4062,28.5647
39,92.2589,39.1882,348.1875,29.3172
40,91.8214,39.9784,338.3125,30.0673
41,92.1875,39.3678,298.0938,30.7788
42,92.5179,39.9425,357.5312,31.5156
43,92.0893,39.0445,232.6875,32.2254
44,92.6339,39.2241,235.25,32.9865
45,92.8125,39.6552,440.4062,33.6889
46,93.5446,39.3678,309.8125,34.4791
47,93.8036,39.9066,252.5938,35.2558
48,93.8214,40.1221,283.4062,35.9729
49,93.8036,39.9066,324.4375,36.7051
50,93.8304,40.194,325.0312,37.4201
51,93.9821,39.296,265.625,38.1785
52,93.9286,40.158,257.9688,38.9936
53,94.4018,40.4454,284.2188,39.7053
54,94.0357,39.0086,300.2188,40.4316
55,94.3929,39.5474,275.0,41.1672
56,94.5,39.1164,327.875,41.9254
57,94.6786,40.6968,347.75,42.626
58,94.4821,40.1221,288.625,43.38
59,95.0804,39.9425,218.9375,44.1281
60,95.1875,39.9784,355.0,44.8252
61,95.0357,39.8707,410.9688,45.5964
62,94.8571,39.5474,253.5,46.3682
63,95.0804,40.625,281.5312,47.1307
64,95.4732,38.5776,251.7812,47.7818
65,95.7143,38.829,296.25,48.5854
66,95.4643,39.1882,255.0312,49.32
67,95.5357,39.1164,260.0938,50.0064
68,95.25,39.5833,288.5312,50.7759
69,95.5982,39.3319,270.625,51.5679
