Epoch,Train_Accuracy,Test_Accuracy,Mean_Path_Cost,Elapsed_Time
1,6.5179,6.3929,477.6875,3.3785
2,8.5446,9.7143,437.8125,6.6877
3,14.1786,19.3214,234.1875,10.2439
4,26.7857,28.3214,184.4375,13.7493
5,34.7768,32.8214,254.75,17.1169
6,40.8304,35.5714,192.25,20.3125
7,46.0089,36.75,181.4375,23.5496
8,50.8482,38.2857,247.75,26.915
9,55.8125,40.3214,154.8125,30.3738
10,60.1518,40.8929,215.3125,33.7923
11,64.7679,40.6071,245.875,37.022
12,69.0536,41.2857,171.9375,40.3308
13,72.8571,41.7143,221.375,43.6808
14,76.75,40.8214,140.1875,46.9404
15,80.3393,40.7857,238.0625,50.1858
16,83.7946,41.0357,256.375,53.445
17,87.0357,40.6786,163.6875,56.9312
18,89.4732,40.6786,154.25,60.2706
19,92.6518,40.9643,256.8125,63.9669
20,94.3661,40.8214,198.5625,67.2158
21,95.5893,40.25,188.0,70.5674
22,97.0804,39.6786,227.5,73.9253
23,97.2946,39.5,266.6875,77.4274
24,97.8304,40.3571,211.5625,80.9209
25,98.4732,39.6071,207.1875,84.2984
26,98.6339,39.2857,255.5,87.6312
27,98.3393,39.8929,229.75,91.1693
28,97.7768,39.5714,168.5625,94.2279
29,98.2054,39.3929,219.3125,97.4595
30,98.8929,40.1429,239.6875,100.6847
31,99.8125,39.7857,209.9375,103.8432
32,99.8125,40.4286,214.0,107.0294
33,95.5893,37.3571,200.875,110.3162
34,96.7411,37.8214,164.4375,113.4614
35,99.4732,38.7857,215.3125,116.7405
36,99.9911,39.1429,259.875,119.9976
37,100.0,39.2143,221.625,123.4251
38,100.0,39.6786,231.1875,126.7986
39,100.0,39.1429,248.6875,130.1239
40,100.0,39.7857,193.4375,133.2589
41,99.8839,37.0,222.5,136.303
42,86.0536,38.25,174.4375,139.6077
43,98.2768,38.5714,230.1875,142.9574
44,99.8571,39.2857,211.3125,146.378
45,100.0,39.3214,195.125,149.6345
46,100.0,39.3571,185.0625,152.9342
47,100.0,39.4643,193.8125,156.2713
48,100.0,39.4286,223.125,159.7643
49,100.0,40.0714,257.0625,163.0181
50,100.0,39.75,235.1875,166.3175
